Poludnie,W13W13W16,0.359783935630457
Poludnie,W13W13W23,0.366480002576237
Poludnie,W13W13W20,0.368607602834545
Skawina,W6W7W7,0.374146944972823
Poludnie,W13W13W26,0.374301602746812
Poludnie,W13W13W13,0.378591640383021
Poludnie,W13W13W12,0.380775556441147
Poludnie,W13W13W35,0.380998342628004
Poludnie,W13W13W11,0.387635446008506
Poludnie,W13W13W14,0.39033948973997
Poludnie,W13W14W16,0.392659890730541
Tuchowska,W28W19W39,0.392950271002806
Tuchowska,W28W19W31,0.394068058650778
Poludnie,W13W13W10,0.39463553674713
Poludnie,W13W11W16,0.395610301552399
Tuchowska,W28W19W19,0.396975861243222
Poludnie,W13W14W23,0.399355957676321
Poludnie,W13W14W20,0.401483557934629
Poludnie,W13W11W23,0.402306368498178
Skawina,W4W7W7,0.402702178161414
Tuchowska,W28W28W39,0.402811194895986
Tuchowska,W28W19W28,0.403427585931949
Tuchowska,W28W28W31,0.403928982543958
Poludnie,W13W11W20,0.404433968756486
Poludnie,W13W13W22,0.405890016314375
Tuchowska,W28W28W19,0.406836785136401
Poludnie,W13W14W26,0.407177557846896
Poludnie,W13W11W26,0.410127968668754
Poludnie,W13W14W13,0.411467595483105
Tuchowska,W28W28W28,0.413288509825129
Poludnie,W13W14W12,0.413651511541231
Poludnie,W13W14W35,0.413874297728088
Poludnie,W13W11W13,0.414418006304963
Poludnie,W13W13W15,0.416210996151272
Skawina,W6W5W5,0.416480747224743
Poludnie,W13W11W12,0.416601922363088
Poludnie,W13W11W35,0.416824708549945
Poludnie,W13W13W17,0.418231599671471
Poludnie,W13W14W11,0.42051140110859
Poludnie,W13W14W14,0.423215444840054
Poludnie,W13W11W11,0.423461811930447
Poludnie,W13W11W14,0.426165855661911
Poludnie,W13W14W10,0.427511491847214
Poludnie,W13W11W10,0.430461902669072
Skawina,W6W6W6,0.431489644076546
Lagiewniki,W20W26W16,0.43793195878281
Poludnie,W13W14W22,0.438765971414459
Poludnie,W13W11W22,0.441716382236317
Lagiewniki,W20W26W23,0.44462802572859
Lagiewniki,W20W26W20,0.446755625986898
Lagiewniki,W20W20W16,0.447420329879277
Poludnie,W13W14W15,0.449086951251355
Poludnie,W13W14W17,0.451107554771555
Poludnie,W13W11W15,0.452037362073213
Lagiewniki,W20W26W26,0.452449625899165
Poludnie,W10W26W16,0.45300088563533
Poludnie,W13W11W17,0.454057965593412
Lagiewniki,W20W20W23,0.454116396825057
Tuchowska,W28W19W1,0.456240877713179
Lagiewniki,W20W20W20,0.456243997083365
Lagiewniki,W20W26W13,0.456739663535374
Lagiewniki,W20W26W12,0.4589235795935
Lagiewniki,W20W26W35,0.459146365780357
Tuchowska,W28W19W34,0.459380375326934
Poludnie,W10W26W23,0.45969695258111
Tuchowska,W28W19W8,0.460330188519867
Lagiewniki,W20W17W16,0.460639893704464
Poludnie,W10W26W20,0.461824552839418
Lagiewniki,W20W20W26,0.461937996995632
Poludnie,W10W20W16,0.462489256731797
Lagiewniki,W20W16W16,0.465072464381784
Lagiewniki,W20W10W16,0.46534410658412
Lagiewniki,W20W26W11,0.465783469160859
Tuchowska,W28W28W1,0.466101801606358
